## LENS DESCRIPTION FILE
## TAKEN FROM W. J. Smith, Modern Lens Design (MLD) (New York, McGraw-Hill, 1992)


## F/7.0 1deg HFOV TELESCOPE OBJECTIVE
## EFFECTIVE FOCAL LENGTH = 	100
## BACK FOCAL LENGTH = 			97.72
## MAX NUMERICAL APERTURE = 	-0.0715 (F/7.0)


## RADIUS OF CURVATURE // THICKNESS // IOR // V-NUMBER // APERTURE

44.144	2.2	1.529	77.0	8.0
-39.524	1.5	1.913	32.4	8.0
158.460	0.278	0.0	0.0	8.0
-418.801	1.5	1.847	0.0
-54.845	97.72	0.0	0.0	0.0
